,Company Name,Job Description,Job Title,Location,Salary
19879,"


    CDK Global
","
From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....","
Software Engineer
",Seattle,
19880,"


    Fred Hutchinson Cancer Research Center
","
The SRA will work with multidisciplinary research teams and directly with investigators to implement data management and data quality control procedures, assist...","
Statistical Research Associate II, Behavioral and Energy Bal...
",Seattle,
19882,"


    Swedish Medical Center - Seattle, WA
","
Experience with computer programming and data analysis\. The research scientist will investigateinnovative techniques to improve the planning and delivery of...","
Research Scientist - Radiation Oncology Research
",Seattle,
19883,"


    University of Washington Medical Center
","
Coordinate with departments and external vendors to ensure compliance and data integrity in the revenue cycle....","
NWH CHARGEMASTER OPERATIONS
",Seattle,
19884,"

    Textio
","
You will lead us in finding new ways to turn data into user facing products and create systems that empower other engineers, designers, and data scientists to...","
Senior Machine Learning Engineer
",Seattle,
19885,"


    CDK Global
","
From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....","
Senior Paid Search Analyst
",Seattle,
19886,"

    Axio Research LLC
","
We provide statistical and computer services including database design and consulting, data entry, data forms design, automated data collection systems and...","
Biostatistician - Entry Level
",Seattle,
19887,"


    University of Washington Medical Center
","
Experience with interactive data presentation and delivery systems. Knowledge of graphic design principles, especially as related to data visualization;...","
SENIOR STATISTICIAN
",Seattle,
19888,"


    Fred Hutchinson Cancer Research Center
","
May perform data analysis, interpretation, and statistical analyses. S/he will interpret and report on experimental results and assist with data presentation....","
Research Technician II-III, Vaccine Trials Research
",Seattle,
19889,"


    University of Washington Medical Center
","
Program statistical data analysis of large data sets efficiently using parallel computing locally and in a cloud environment....","
STATISTICAL GENETICIST, RESEARCH SCIENTIST 4
",Seattle,
19890,"


    Avvo
","
Help drive optimization, testing and tooling to improve data quality. You preferably have experience with data processing and storage frameworks like Hadoop,...","
Sr. Machine Learning Engineer / Scientist
",Seattle,
19893,"

    Pivotal Commware
","
Design, implement, operate and analyze test systems including calibration, automation of test apparatus, data acquisition and data reduction....","
Microwave Test Engineer
",Seattle,
19894,"


    BOEING
","
Skilled scientists and thinkers. Carry out research, data collection; Use logic, frameworks and data to formulate high-impact recommendations and implementation...","
Aviation Business Consultant
",Seattle,
19895,"


    Seattle Children's Hospital
","
Familiarity with databases, tools and resources commonly used in interpretation of genomic data (NCBI, COSMIC, ExAC, DGV, ClinVar, DECIPHER, Ensembl, IGV)....","
Laboratory Variant Scientist - PHD
",Seattle,
19896,"

    Universal Cells
","
Compiling and analyzing data, and authoring internal reports. Summarizing and presenting data in group meetings and contributing to discussions....","
Scientist – Genome Editing of Human Pluripotent Stem Cells
",Seattle,
19897,"


    Allegis Global Solutions
","
A Research Analyst is expected to understand economic data related to labor markets and provide thoughtful written analysis and verbal presentation of this data...","
Market Research Analyst
",Seattle,
19898,"

    Oculus VR
","
4+ years experience manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources....","
Research Scientist, Machine Learning & Signal Processing
",Seattle,
19899,"


    Fred Hutchinson Cancer Research Center
","
Audit study reports to ascertain that the report reflects the raw data of the study. The HIV Vaccine Trials Network (HVTN) Laboratory Program is part of an...","
QA Associate II
",Seattle,
19900,"


    SWCA Environmental Consultants
","
SWCA Environmental Consultants is seeking an experienced, self-motivated natural resources consulting scientist to help us win projects and successfully drive...","
Natural Resources Consultant
",Seattle,
19902,"


    Belkin
","
You will verify your algorithms by running tests on data from real-world deployments. Here’s what you will do:....","
Senior Machine Learning Engineer
",Seattle,
19903,"


    SpaceCurve
","
Lead Data Scientist. To be considered for our Lead Data Scientist, you will need:. You’ve been a data scientist longer than the term’s been in vogue....","
Principal Data Scientist
",Seattle,
19904,"


    Fred Hutchinson Cancer Research Center
","
Ulrike Peters and Hsu on building risk prediction models incorporate genome-wide genetic data from large-scale studies (over 100,000 participants with detailed...","
Post-Doctoral Research Fellow, Machine Learning
",Seattle,
19906,"


    Fred Hutchinson Cancer Research Center
","
She/he should be capable of maintaining detailed laboratory records, analyzing data, and reporting experimental results....","
Research Technician III, Program in Immunology
",Seattle,
19907,"


    Comtech LLC
","
You will be contributing to a platform from the very early stages which will process terabytes of video content data....","
Senior Research Scientist /Data Scientist
",Seattle,
19908,"


    Fred Hutchinson Cancer Research Center
","
Familiarity with data analysis/statistical software packages (e.g. At Fred Hutchinson Cancer Research Center, home to three Nobel laureates, interdisciplinary...","
QC Associate II, Analytical Development
",Seattle,
19909,"

    Studio Search, LLC
","
Solid foundation in data structures, algorithms, distributed systems and software design. Data is central to Unity and we move fast in building a robust...","
Senior Software Engineer, Machine Learning
",Seattle,
19910,"


    Public Health - Seattle & King County
","
Create and maintain data visualizations that highlight meaningful data. Consult with users to determine data requirements and make suggestions to streamline...","
Epidemiologist II
",Seattle,$37.75 - $47.85 an hour
19911,"


    University of Washington
","
Coordinate with departments and external vendors to ensure compliance and data integrity in the revenue cycle....","
NWH CHARGEMASTER OPERATIONS
",Seattle,
19914,"


    Nokia
","
Creates Technical Architecture & Design for Telco Cloud Data Centers that includes NFVI, NFVO, VNFM, VNFO, SDN, SDS & Cloud Security....","
Systems Integration Technical Lead
",Seattle,
19915,"


    Swedish Medical Center - Seattle, WA
","
Created data tables summarizing results for analysis\. Strategize with the Research Scientist and/or Principal Investigator on solutions to problems and takes...","
Research Associate I - Thoracic Surgery Group
",Seattle,
19919,"


    University of Washington
","
Previous experience working in data analysis and data quality. Maintain the PUMA (Provider User Maintenance Authority) database and downstream systems data...","
IDENTITY & ACCESS ANALYST
",Seattle,"$3,635 - $4,888 a month"
19920,"


    Fred Hutchinson Cancer Research Center
","
Demonstrated experience in analysis of large-scale sequence data, and integrated analysis of genomic, transcriptomic, proteomic, or metabolomic data is expected...","
Staff Scientist, Bioinformatics & Human Microbiome
",Seattle,
19923,"


    International Paper
","
Ability to analyze, summarize and communicate technical data using MS Office software. Plan, conduct, and document experimental work that meets the data and...","
Scientist III Analysis and Testing
",Seattle,
19924,"


    University of Washington Medical Center
","
Knowledge of data collection, management, extraction, and analysis techniques. Excellent problem solving, planning, data analysis, and project management skills...","
PROGRAM MANAGER, PANEL MANAGEMENT
",Seattle,
19926,"


    Celgene Corporation
","
Implement the Molecular Medicine platform by facilitating research collaborations, contracting, experimental design, experimental execution and data analysis....","
Principal Scientist, Immuno-oncology, Molecular Medicine
",Seattle,
19927,"


    KPMG
","
KPMG is currently seeking a Director, Data Scientist to join our Advanced Data Analytics Organization. Utilize a variety of rich variety of data sources such as...","
Director, Data Scientist
",Seattle,
19929,"


    University of Washington Medical Center
","
Act as resource to Medical Laboratory Scientist 1 and Medical Laboratory Scientist Trainees in quality control and troubleshooting of instruments and procedures...","
MEDICAL LABORATORY SCIENTIST 2
",Seattle,"$4,818 - $7,106 a month"
19930,"


    Zillow
","
Provide technical leadership to a strong team of data scientists, engineers, and analysts. Expertise with data analysis languages such as Python, Scala, or R....","
Senior Machine Learning Engineer
",Seattle,
19935,"

    Rakuten, Inc.
","
Additionally, this position provides an opportunity to apply Natural Language Processing (NLP) and Machine Learning (ML) algorithms to large-scale ecommerce...","
Software Engineer (machine learning)
",Seattle,
19936,"


    Microsoft
","
UI/UX design and evaluation, with user bases including such as developers, data scientists, knowledge workers, or consumers....","
SENIOR RSDE
",Seattle,
19938,"


    Microsoft
","
Partner closely with internal teams including data scientists, analysts, and data engineers to glean insights from data, develop hypotheses, and design...","
Senior Direcctor Office Freemium
",Seattle,
19939,"


    University of Washington
","
Knowledge of data collection, management, extraction, and analysis techniques. Excellent problem solving, planning, data analysis, and project management skills...","
PROGRAM MANAGER, PATH
",Seattle,
19940,"


    Damco Solutions
","
5+ years as a senior programmer or data scientist. Should know how to create data warehouse environments from scratch or launch data governance and master data...","
Information Architect
",Seattle,
19943,"

    Omeros Corporation
","
Scientist 1, Medicinal Chemistry. Analyzing, preparing and presenting scientific results and data effectively as well as managing and archiving data....","
Scientist/Sr. Scientist I, Medicinal Chemistry
",Seattle,
19944,"

    Zymergen
","
You will work with data scientists and other data engineers to implement ETL processes; We are seeking to add more Data Engineers to the data science team at...","
Data Engineer - Seattle
",Seattle,
19945,"


    University of Washington Medical Center
","
The technologist helps to develop training and procedure manuals, follows section QA activities, and contributes to data collection and record keeping...","
ANATOMIC PATHOLOGY TECHNOLOGIST
",Seattle,$24.67 - $35.32 an hour
19947,"

    LabKey
","
Learn the science necessary to understand customer data, methods, and workflows. As a Software Engineer in Test at LabKey Software, you will help scientists...","
Software Test Engineer
",Seattle,
19948,"


    Galvanize
","
Join us in building the world's hub for education in data science and data engineering. Our Data Science Instructors train technical professionals with...","
Lead Instructor, Principal Data Scientist
",Seattle,
19949,"


    Infectious Disease Research Institute
","
Communicate with clinical immunology research associates, scientists, collaborators and research management....","
Clinical Immunology Research Associate
",Seattle,
19950,"


    Amazon Corporate LLC
","
Experience with data mining tools and techniques. Strong computer science fundamentals - data structures, algorithms design, complexity analysis, operating...","
Software Development Engineer III, AWS Machine Learning Serv...
",Seattle,
19952,"


    Microsoft
","
Great team climate - we are one of the most seasoned, experienced teams of data scientists at Microsoft who love working together and manage to have a lot of...","
SENIOR RESEARCH SDE
",Seattle,
19953,"


    HDR
","
Maintain data and communication flow, supported by strong editorial and verbal skills. We create an unshakable foundation for progress because our...","
Real Estate Services Tech 1
",Seattle,
19954,"


    Facebook
","
We are looking for scientists with research experience in multi-sensory perception. Use existing and new experimental data to develop models of multi-sensory...","
Research Scientist, Multi-Sensory Perception
",Seattle,
19955,"


    University of Washington Medical Center
","
The mission of University of Washington Medicine is to improve the health of the public by advancing medical knowledge, providing outstanding primary and...","
BUYER 2 - PATIENT CARE SERVICES
",Seattle,"$3,223 - $4,324 a month"
19956,"


    Microsoft
","
Lead technical design and implementation working in a cross-functional team comprising of marketers, product managers, designers, data scientists, and product...","
Senior Marketing Technologist
",Seattle,
19957,"

    Das Consulting
","
Data Science Center*. The Data Scientist will be responsible for construction of analytic datasets sourcing elements from potentially diverse data sources,...","
Principal Data Scientist (Genomics/ Natural Language)
",Seattle,
19958,"


    University of Washington
","
Knowledge of data collection, management, extraction, and analysis techniques. Excellent problem solving, planning, data analysis, and project management skills...","
PROGRAM MANAGER, PANEL MANAGEMENT
",Seattle,
19959,"

    Spoken Communications
","
You'll find yourself collaborating with world-class Engineers, Research Scientists and Data Analysts, PhDs and industry veterans who have expertise in a wide...","
Senior Software Engineer - Python
",Seattle,
19960,"


    King County
","
Create and maintain data visualizations that highlight meaningful data. Consult with users to determine data requirements and make suggestions to streamline...","
Epidemiologist II
",Seattle,$37.75 - $47.85 an hour
19961,"


    Fred Hutchinson Cancer Research Center
","
Experience working with laboratory assay data. The Senior Staff Scientist will provide statistical consultation and collaboration to the Vaccine Immunology...","
Staff Scientist/Sr. Staff Scientist, Biostatistics
",Seattle,
19962,"


    Fred Hutchinson Cancer Research Center
","
Data analysis and quality control. At Fred Hutchinson Cancer Research Center, home to three Nobel laureates, interdisciplinary teams of world-renowned...","
Intern, Research
",Seattle,
19964,"


    Fred Hutchinson Cancer Research Center
","
Work with product managers, data scientists and customers to understand and translate business needs to technical requirements....","
Software Dev Engineer III
",Seattle,
19965,"

    Modern Electron
","
You will work with a team of physicists, chemists, material scientists, electrical engineers, and technicians....","
Materials Engineer - Low Work Function
",Seattle,
19966,"

    Beyondsoft Inc.
","
Strong analytical and data skills. Experience identifying and resolving complex issues, with the ability to break down complex data situations into simple steps...","
Machine Learning Program Manager
",Seattle,
19967,"


    Fred Hutchinson Cancer Research Center
","
The postdoctoral fellow will have access to epidemiologic, genetic (including germline GWAS) and molecular data, large cancer cohort and clinical trial...","
Post-Doctoral Research Fellow, Cancer Epidemiology
",Seattle,
19968,"


    Microsoft
","
Machine Learning Scientist. Our work directly informs and shapes products such as Azure ML, Azure Data Lake and Microsoft R Server....","
Maching Learning Scientist
",Seattle,
19969,"


    Celgene
","
Familiarity with data management tools and software for analyzing translational data sets from various assay formats....","
Principal Scientist, Immuno Oncology
",Seattle,
19970,"


    King County
","
Coordinate data collection and engineering analysis work with a multidisciplinary team of planners, ecologists, geologists, and other technical and program...","
Engineer III
",Seattle,$39.58 - $50.18 an hour
19971,"


    The Boston Consulting Group
","
Collaborate with Consultants, developers, QA, other Data Scientists (e.g. Strong understanding of data transformation, and software integration methods....","
Senior Data Analyst - Catalyst Retail Suite (CRS)
",Seattle,
19976,"

    Kon Tiki Academy Inc.
","
We offer corporate as well as individual training in areas like Microsoft Office, Software Development, Web Development, Data Analytics, Data Mining, etc. When...","
Office Manager/Administrative Assistant
",Seattle,$10 - $15 an hour
19978,"


    Fred Hutchinson Cancer Research Center
","
Jaimee Heffner, both faculty level behavioral scientists, the Researcher would be responsible for lead authoring and co-authoring multiple empirical articles...","
Post-Doctoral Research Fellow, Tobacco & Health Behavior Sci...
",Seattle,
19979,"


    Fred Hutchinson Cancer Research Center
","
This position works with and under the guidance of Process Development management for experimental design, study execution, data analysis and data...","
Process Development Associate III, Cell Processing
",Seattle,
19980,"

    Oculus VR
","
We are looking for scientists with research experience in multi-sensory perception. Collaborate with other scientists and engineers to identify and develop...","
Research Scientist, Multi-Sensory Perception
",Seattle,
19982,"


    Microsoft
","
Strong algorithmic, data design, documentation and coding abilities. Ship large-scale backend services that host complex models and algorithms to process...","
Software Engineer - Email Inferences Team
",Seattle,
19983,"


    Fred Hutchinson Cancer Research Center
","
Compiling and analyzing data; Preparing data summaries, charts, and graphs; Maintain careful records, compile and compute data from assays, and prepare reports...","
Cellular Production Associate I-II
",Seattle,
19984,"


    Celgene
","
Management of data and process documentation. We seek a talented, collaborative inter-disciplinary scientist to catalyze computational analysis of clinical and...","
Postdoc Fellow
",Seattle,
19986,"


    Celgene Corporation
","
Experience of integrated data analysis required, for example across immune profiling (including flow cytometry, CyTOF), high-throughput sequencing, imaging,...","
Sr. Scientist, Computational Biology / Molecular Medicine
",Seattle,
19987,"

    Axio Research LLC
","
We provide statistical and computer services including database design and consulting, data entry, data forms design, automated data collection systems and...","
Statistical Programmer - Senior
",Seattle,
19989,"

    Placed
","
You’re comfortable working with Data Scientists and Engineers and are familiar with programs such as Excel, JIRA, Salesforce and others....","
Project Manager
",Seattle,
19990,"

    Associated Earth Sciences, Inc.
","
Data compilation, analysis, regulatory compliance and reporting. AESI’s growing environmental group has an immediate opening for a senior environmental...","
Senior Environmental Geologist/Scientist
",Seattle,
19991,"


    University of Washington Medical Center
","
Communications/networking, electromagnetics/remote sensing, big data, integrated systems/circuits/VLSI, nanotech and photonics, power and energy, speech/image...","
RS/E 3-FIELD SERVICE ENGINEER
",Seattle,
19992,"


    Hasbro
","
5+ years as a senior programmer or data scientist. Experience with Data Virtualization and PaaS. Experience designing instrumentation and data mining solutions...","
Information Architect Job
",Seattle,
19993,"


    Celgene Corporation
","
Experience developing and integrating data analysis tools to manipulate large datasets. We seek a talented, collaborative interdisciplinary scientist to...","
Postdoc Fellowship - Computational Biology / Immuno-Oncology
",Seattle,
19994,"

    Socrata
","
Too often, this data is inaccessible and only useful if you’re a database administrator, a programmer or a data scientist. Passion for open data....","
Product Manager
",Seattle,
19995,"

    CuraCloud Corporation
","
As a Science Content Writer and Strategist, you'll collaborate with our data scientists, cancer biologists, marketers, and development partners....","
Science Writer / Content Strategist
",Seattle,
19998,"


    BSQUARE
","
Work in coordination with Bsquare Solution Architects and Data Scientists. Any Data Analysis, Machine Learning processing of Data Sets experience....","
IoT Architect
",Seattle,
20000,"

    Axio Research LLC
","
We provide statistical and computer services including database design and consulting, data entry, data forms design, automated data collection systems and...","
Biostatistician - Senior
",Seattle,
20002,"


    Staples
","
Know how to access data and manipulate data from a variety of data sources (ex. Our mission is to, “Empower decisive informed decisions through timely and...","
Senior Java Developer – Enterprise Data Solutions
",Seattle,
20003,"


    Microsoft
","
Lead the innovation of creating next generation of sourcers that evolve into talent scientists that specialize in leveraging data for competitive talent...","
Talent Acquisition Director
",Seattle,
20004,"


    T-Mobile
","
Broad experience in applying exploratory data analysis, data mining techniques, and/or statistics to real-world data....","
Sr Statistician
",Seattle,
20005,"

    Placed
","
OLAP, BI tools) and semi-structured data (e.g. Experience with Hadoop MapReduce and/or Spark data processing pipelines....","
Core Platform Software Engineer
",Seattle,
20007,"


    Microsoft
","
With the amount of data being created growing exponentially and ""Big Data"" becoming mainstream in the computing industry, traditional data analysis tools are no...","
Principal Program Manager Lead
",Seattle,
20009,"


    Celgene
","
Experience of integrated data analysis required, for example across immune profiling (including flow cytometry, CyTOF), high-throughput sequencing, imaging,...","
Sr. Scientist, Computational Biology / Molecular Medicine
",Seattle,
20010,"


    University of Washington Medical Center
","
Microsoft Office and data entry skills. The mission of University of Washington Medicine is to improve the health of the public by advancing medical knowledge,...","
BUYER 2 - MRO
",Seattle,"$3,223 - $4,324 a month"
20012,"


    Microsoft
","
Ability to lead a team of PMs, Solution Architects and Data Scientists. With the amount of data being created growing exponentially and “Big Data” becoming...","
Principal Manager - Lead
",Seattle,
20014,"


    Benaroya Research Institute
","
The Grants and Contracts group teams up with our world renowned scientists to help facilitate research awards....","
Senior Grants & Contracts Analyst
",Seattle,
20015,"


    Blue Origin
","
Perform analytics on data to drive business decisions and iteration on our products. We accomplish this by building state-of-the art software, and analyzing...","
Technical Product Manager
",Seattle,
20016,"


    Microsoft
","
The former is very useful for data scientists who end up spending 80% of their time wrangling data....","
Research Software Engineer
",Seattle,
20018,"

    beyondsoft
","
Strong analytical and data skills. You will drive the product roadmap and influence the technical design of this state-of-the-art platform, to be used by our...","
Program Manager
",Seattle,
20019,"


    KPMG
","
KPMG is currently seeking a Data Scientist to join our Advanced Data Analytics team. Experience with command-line scripting, data structures and algorithms and...","
Data Scientist, Natural Language Processing
",Seattle,
20020,"

    Oculus VR
","
3+ years experience with real world system building and data collection, including design, coding (C++) and evaluation (C++/Python/Matlab)....","
State Estimation and Calibration Scientist, PhD University G...
",Seattle,
20021,"


    Microsoft
","
In this highly visible role, you will define and execute a full marketing plan targeting technical audiences, from developers to data scientists, driving...","
SR PRODUCT MARKETING MANAGER
",Seattle,
20022,"


    Microsoft
","
We are looking for exceptional Data Scientists to:. Every day 100s of terabytes of data are generated, making it an exciting Big Data problem....","
Data Scientist – XBOX Marketing
",Seattle,
20023,"

    Omeros Corporation
","
Establishing and maintaining accounting practices to ensure accurate and reliable data necessary for business operations....","
Manager, Financial Reporting
",Seattle,
20026,"

    InBios International Inc
","
A medical device company is looking to hire an outstanding candidate to join a productive team of scientists involved in diagnostic assay development,...","
Research Associate - Assay Development
",Seattle,
20027,"


    Fred Hutchinson Cancer Research Center
","
It has over 270 research scientists, 2,800 employees and numerous fellows, doctoral and post-doctoral students....","
VP, Research Administration
",Seattle,
20028,"


    Microsoft
","
And enterprise data platforms (Azure Data Lake, Microsoft R Server, AzureML, etc.). Do you want to create next-generation Machine Learning technology into many...","
Senior Sofware Engineer
",Seattle,
20029,"

    Univ. of WA Primate Center
","
Perform analysis of data and assist with trouble shooting and daily quality control of data, and present in lab meetings....","
Research Scientist/Engineer 3
",Seattle,
20030,"


    Fred Hutchinson Cancer Research Center
","
Ability to work collaboratively within multidisciplinary teams including investigators, project coordinators, data engineers, data scientists, clinicians,...","
Systems Analyst/Programmer II
",Seattle,
20033,"


    HNTB Corporation
","
HNTB is seeking a Transportation Scientist III in our Bellevue, WA office. Coordinates with other staff in the collection and analyzing of data obtained at the...","
Scientist III
",Seattle,
20034,"

    UW - WANPRC
","
Perform analysis of data and assist with trouble shooting and daily quality control of data, and present in lab meetings....","
Staff Research Scientist 3
",Seattle,
20035,"


    ServiceNow
","
Define crosstabs, data filters needed for graphs/visualizations, and uncover data discrepancies. Building a story from the data....","
Senior Research Analyst/Project Manager (Contract)
",Seattle,
20036,"

    Placed
","
As a player-coach for the Ad Research team, you will be wrangling and modeling data using the latest scalable data science toolsets as well as directing the...","
Director of Research
",Seattle,
20037,"

    Managed Business Solutions
","
2-3 years’ experience for Staff Scientist II; 4-5 years’ experience for Staff Scientist III in environmental consulting, investigation, and/or remediation....","
Staff Scientist II/III
",Seattle,
20038,"


    CMC Biologics
","
Candidate should have working knowledge of JMP or statistical analysis software used in experimental data analysis and understanding of DoE principles....","
Associate Development Scientist, Purification
",Seattle,
20040,"


    Microsoft
","
Gain deep understanding of the Cloud App Dev & Data (CADD) business, solutions and products and key audiences including developers, BDMs, IT Pros, Data...","
Senior Business Manager
",Seattle,
20041,"


    Concur
","
As Senior / Expert Data Engineer, you will be expected to work with data scientists, product management and business to develop the data architecture and...","
Senior / Expert Data Engineer
",Seattle,
20042,"


    Allen Institute
","
The position requires effective communication with scientists, data analysts, system administrators, technical project managers, and software and test engineers...","
Software Engineer III
",Seattle,
20043,"


    BOEING
","
Experience in Big Data, Data Transformation (unstructured to structured)and Data Engineering. Candidate will work with data scientist leads across domains to...","
Experienced Data Scientist
",Seattle,
20044,"


    Teradata
","
We believe in developing our people to be expert technologists, data scientists and thought leaders in the big data space!...","
Solution Architect - Seattle, WA
",Seattle,
20046,"


    University of Washington Medical Center
","
Work with the UW Medicine Contracting and Payer Relations team to develop tracking mechanisms and tools to keep work moving and assure timely completion of all...","
CONTRACTING PROGRAM MANAGER, UW MEDICINE
",Seattle,
20048,"


    Facebook
","
Profile and optimize the performance of complex sensor systems, in partnership with hardware and software research scientists....","
Research Engineer-Sensor Software (ARC)
",Seattle,
20049,"

    Juno Therapeutics
","
Analyze data, communicate results and conclusions to cross-functional project teams. The Translational Sciences team is seeking a highly motivated and detail...","
Senior Research Associate/Associate Scientist, Translational...
",Seattle,
20050,"


    Microsoft
","
The Data Science Tools team builds tooling for Data Scientists - the highly skilled people that are in high demand across all of our Azure customers....","
Senior Software Developer
",Seattle,
20051,"


    REI
","
REI is looking for an experienced data scientist to help further. As a data scientist, predictive analyst, statistician, or quantitative analyst....","
Data Scientist - Marketing
",Seattle,
20052,"


    Zillow
","
The team you'll be working with is a mixture of data scientists, very senior engineers and recent new grads....","
Senior Principal Engineer - Search Infrastructure
",Seattle,
20053,"


    Analytic Recruiting
","
Machine learning, data scientist, predictive modeling, statistical modeling, data analysis, e-commerce, risk management, SAS, SQL, Matlab, Hadoop, data mining,...","
Lead, Advanced Analytics, Data Science and Predictive Modeli...
",Seattle,
20054,"


    University of Washington Medical Center
","
Position requires prioritizing hospital claim (external) audits and denials by weighing multiple factors such as dollars at risk, payer appeal deadlines,...","
PROGRAM FINANCIAL ANALYST
",Seattle,
20055,"


    Fred Hutchinson Cancer Research Center
","
Maintains appropriate data handling and storage for the animal health records, and IACUC-related aspects of project oversight....","
Vet Tech III Small Animal
",Seattle,
20056,"


    Microsoft
","
Advanced working knowledge of data mining using SQL, ETL and Data Warehouses. Conduct predictive data analysis oriented towards player behavior....","
Xbox Data and Applied Scientist
",Seattle,
20057,"


    Microsoft
","
In addition, you will utilize your knowledge of critical performance data and your statistical data analysis techniques to set product test requirements and...","
Biometric DVE - Surface
",Seattle,
20058,"


    Fred Hutchinson Cancer Research Center
","
Reviewing and abstracting data from medical records. Maintain appropriate source documentation, and complete or assist with accurate data entry into case report...","
Clinical Research Coordinator, NTCN Protocol Specialists
",Seattle,
20059,"


    Fred Hutchinson Cancer Research Center
","
Ensures monitoring activities are performed in accordance with the Institutional Data and Safety Monitoring Plan....","
Clinical Research Monitoring Manager
",Seattle,
20060,"


    Fred Hutchinson Cancer Research Center
","
Experience with or an understanding of clinical research data management or data analytics organizations....","
Report Analyst SCHARP, Clinical Data
",Seattle,
20062,"


    Wunderman
","
Headquartered in New York, the agency brings together 7,000 creatives, data scientists, strategists and technologists in 175 offices in 60 markets....","
Copywriter
",Seattle,
20063,"


    Nordstrom
","
Strong analytical and data skills. You will drive the product roadmap and influence the technical design of this state-of-the-art platform, to be used by our...","
Senior Product Manager Experimentation/Optimization Systems
",Seattle,
20064,"

    Modern Electron
","
Basic programming for data acquisition for scientific instrumentation and/or data analysis and visualization (LabView, Matlab, Python, etc.)....","
R&D Physicist
",Seattle,
20068,"


    Sealaska Corporation
","
2-3 years’ experience for Staff Scientist II; 4-5 years’ experience for Staff Scientist III in environmental consulting, investigation, and/or remediation....","
Staff Scientist II/III
",Seattle,
20070,"


    Blueocean Market Intelligence
","
Proven data gathering and analytical skills. Blueocean is a next-generation services organization with a deep focus on market intelligence, data analytics, and...","
Market Research Analyst
",Seattle,
20072,"


    Fred Hutchinson Cancer Research Center
","
At Fred Hutchinson Cancer Research Center, home to three Nobel laureates, interdisciplinary teams of world-renowned scientists seek new and innovative ways to...","
Assistant Controller
",Seattle,
20073,"


    University of Washington Medical Center
","
Knowledge of database structures, data definitions and data relationships. Act as a liaison between systems to ensure data integrity and information flow....","
EPIC RESOLUTE HOSPITAL BILLING APPLICATION ANALYST
",Seattle,
20074,"


    Exponent
","
Experience evaluating and integrating complex datasets, including very large volumes of data, data collected over differing temporal/spatial scales, satellite...","
Ecological Scientist
",Seattle,
20077,"


    Lyft Corporate
","
Data Scientists also build evaluation methodology for these foundational algorithms, including a high-fidelity simulation environment....","
Data Scientist (All Levels) (Seattle)
",Seattle,
20078,"


    Protingent
","
Will work closely with scientists & software engineers to oversee infrastructure for manipulating peta-scale electron microscopy data....","
Image Processing Specialist
",Seattle,
20079,"


    University of Washington Medical Center
","
Epic User Access and Security, Epic Environment Management, or Epic Data Courier Management. Under the general guidance of the Director of Enterprise Business...","
EPIC CORE SYSTEMS MANAGER
",Seattle,
20080,"


    Microsoft
","
We create innovative tools, design patterns, solutions and processes to make Azure accessible to data scientists and developers so that they can create end to...","
Principal Software Engineer
",Seattle,
20082,"


    CMC Biologics
","
Excellent analytical, technical writing, communication and data management skills. We are looking for an experienced Scientist to join CMC Biologics' expanding...","
QC Scientist
",Seattle,
20084,"


    University of Washington
","
Work with the UW Medicine Contracting and Payer Relations team to develop tracking mechanisms and tools to keep work moving and assure timely completion of all...","
CONTRACTING PROGRAM MANAGER, UW MEDICINE
",Seattle,
20086,"


    Fred Hutchinson Cancer Research Center
","
Determine eligibility and extract appropriate data from chart. At Fred Hutchinson Cancer Research Center, home to three Nobel laureates, interdisciplinary teams...","
Clinical Chart Review Specialist
",Seattle,
20088,"


    T-Mobile
","
The Data Scientist in the Marketing organization is an individual contributor who will transform vast amounts of data into actionable insights and influence...","
Marketing Data Scientist
",Seattle,
20089,"


    Microsoft
","
Advanced working knowledge of data mining using SQL, ETL and Data Warehouses. Conduct predictive data analysis oriented towards player behavior....","
Data and Applied Scientist - XBOX
",Seattle,
20090,"

    NuWest Group Holdings, LLC
","
Analyze technical data. We're looking for a seasoned microbiologist to join our team!...","
Microbiology Scientist I
",Seattle,
20092,"


    University of Washington Medical Center
","
The Analyst is responsible for analyzing and communicating solutions related to the creation, organization, and disposition of records throughout UW Medicine,...","
RECORDS ANALYST 2
",Seattle,"$3,381 - $4,541 a month"
20095,"


    BOEING
","
Skilled scientists and thinkers. Relational and non-relational data stores. This includes (but not limited to), service oriented architecture for system setup...","
Software Development Engineer, Mid-Career
",Seattle,
20097,"


    University of Washington Medical Center
","
Perform high volume data transactions in the Workday HR/Payroll system. Accurate and reliable data and reports that support management and operations of the...","
HR ASSISTANT SENIOR
",Seattle,"$3,007 - $4,008 a month"
20098,"


    Facebook
","
Analysis of computing data hierarchy from cloud to mobile device client. Formulation of new ML and data analysis approaches that harness always on device...","
Postdoctoral Research Scientist, Lifelong Machine Learning
",Seattle,
20099,"


    Fred Hutchinson Cancer Research Center
","
Collaborate with data team to extract data from study databases for scheduled and ad hoc reports for ongoing review of subject accrual data, safety data, and...","
Regulatory Coordinator
",Seattle,
20101,"

    Redfish Technology - High Tech Executive Recruiter...
","
We are data scientists, engineers, product marketers and financiers. - Strong skills in data structures, algorithms and object oriented design....","
Back End Developer
",Seattle,
